,price,ranks,title,no_of_reviews,ratings,author,cover_type,year,category
452,16.5,60,Good to Great: Why Some Companies Make the Leap and Others Don't,"5,803",4.5,Jim Collins,Hardcover,2013,Non Fiction
453,8.24,61,SI-COLOGY 1: Tales and Wisdom from Duck Dynasty's Favorite Uncle,"2,029",4.7,Si Robertson,Hardcover,2013,unknown
454,24.78,62,"IT'S ALL GOOD: Delicious, Easy Recipes That Will Make You Look Good and Feel Great","1,418",4.4,Gwyneth Paltrow,Hardcover,2013,unknown
455,15.71,63,Outliers: The Story of Success,"22,209",4.7,Malcolm Gladwell,Paperback,2013,Non Fiction
456,19.39,64,Jerusalem: A Cookbook,"5,149",4.8,Yotam Ottolenghi,Hardcover,2013,unknown
457,35.47,65,"Becoming a Supple Leopard: Movement, Mobility, and Maintenance of the Human Animal",Kelly Starrett,4.7,,Hardcover,2013,unknown
458,9.64,66,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,4.6,,Hardcover,2013,Non Fiction
459,8.99,67,Looking for Alaska,"16,845",4.6,John Green,Paperback,2013,Fiction
460,13.71,68,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,"9,853",4.6,Malala Yousafzai,Hardcover,2013,unknown
461,4.98,69,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2013,Fiction
462,12.69,70,The Perks of Being a Wallflower,"23,935",4.7,Stephen Chbosky,Paperback,2013,unknown
463,14.5,71,Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,Diane Sanfilippo,4.6,,Paperback,2013,unknown
464,19.49,72,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),"38,220",4.6,E L James,Paperback,2013,Fiction
465,13.32,73,"The FastDiet: Lose Weight, Stay Healthy, and Live Longer with the Simple Secret of Intermittent Fasting",Dr Dr Michael Mosley,4.3,,Hardcover,2013,unknown
466,15.79,74,The Jesus Storybook Bible: Every Story Whispers His Name,"11,859",4.9,Sally Lloyd-Jones,Hardcover,2013,unknown
467,15.99,75,Divergent / Insurgent,"19,457",4.6,Veronica Roth,Hardcover,2013,Fiction
468,10.5,76,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2013,Non Fiction
469,22.07,77,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism","2,638",4.6,Doris Kearns Goodwin,Hardcover,2013,unknown
470,11.69,78,The Hunger Games (Book 1),"42,770",4.7,Suzanne Collins,Paperback,2013,Fiction
471,9.2,79,ObamaCare Survival Guide: The Affordable Care Act and What It Means for You and Your Healthcare,Nick J. Tate,3.8,,Paperback,2013,unknown
472,9.49,80,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,"19,005",4.7,Jonathan Cahn,Paperback,2013,Fiction
473,12.1,81,The Immortal Life of Henrietta Lacks,"16,936",4.7,Rebecca Skloot,Paperback,2013,Non Fiction
474,5.49,82,Night (Night),"8,573",4.7,Elie Wiesel,Paperback,2013,Non Fiction
475,13.99,83,Fifty Shades Darker,"32,887",4.5,E L James,Paperback,2013,Fiction
476,12.99,84,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,4.5,,Paperback,2013,Non Fiction
477,9.79,85,"Forks Over Knives―The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day","13,075",4.5,Del Sroufe,Paperback,2013,unknown
478,13.88,86,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)","32,375",4.5,E L James,Paperback,2013,unknown
479,25,87,The Alchemist,Paulo Coelho,4.7,,Paperback,2013,Fiction
480,8.99,88,The Catcher in the Rye,"30,925",4.5,J.D. Salinger,Mass Market Paperback,2013,unknown
481,8.55,89,Mindset: The New Psychology of Success,"13,911",4.6,Carol S. Dweck,Paperback,2013,Non Fiction
482,19.59,90,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","2,277",4.4,William Davis,Hardcover,2013,unknown
483,75.49,91,MyMathLab: Student Access Kit,Hall H Pearson Education,4.2,,Printed Access Code,2013,unknown
484,9.48,92,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,,Paperback,2013,unknown
485,19.19,93,The Power of Habit: Why We Do What We Do in Life and Business,"22,727",4.7,Charles Duhigg,Hardcover,2013,Non Fiction
486,16.39,94,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,"7,514",4.7,Naoki Higashida,Hardcover,2013,unknown
487,15.64,95,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow","2,349",4.5,Tom Rath,Hardcover,2013,unknown
488,,96,Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,Kaplan,4.3,,Paperback,2013,unknown
489,16.25,97,The Longest Ride,"13,380",4.7,Nicholas Sparks,Hardcover,2013,unknown
490,15.59,98,Life Code: The New Rules for Winning in the Real World,Phil McGraw,4.4,,Hardcover,2013,unknown
491,12.8,99,The Lego Ideas Book: Unlock Your Imagination,"9,887",4.5,Daniel Lipkowitz,Hardcover,2013,Non Fiction
492,19.81,100,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)","13,061",4.8,Robert Jordan,Hardcover,2013,unknown
493,18.29,1,StrengthsFinder 2.0,Gallup,4.1,,Hardcover,2014,Non Fiction
494,,2,Frozen (Little Golden Book),RH Disney,4.8,,Hardcover,2014,Fiction
495,4.99,3,Laugh-Out-Loud Jokes for Kids,"10,751",4.6,Rob Elliott,Paperback,2014,Non Fiction
496,6.1,4,The Fault in Our Stars,John Green,4.7,,Paperback,2014,Fiction
497,11.99,5,Diary of a Wimpy Kid: The Long Haul,"13,520",4.8,Jeff Kinney,Hardcover,2014,Fiction
498,13.3,6,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,"18,840",4.7,Randall Munroe,Hardcover,2014,Non Fiction
499,11.49,7,"The Blood of Olympus (The Heroes of Olympus, 5)","15,170",4.8,Rick Riordan,Hardcover,2014,unknown
500,7.53,8,"Jesus Calling, Padded Hardcover, with Scripture references","31,196",4.9,Sarah Young,Hardcover,2014,unknown
501,12.79,9,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","33,629",4.8,Laura Hillenbrand,Paperback,2014,Non Fiction
502,6.99,10,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.6,,Paperback,2014,Fiction
503,9.19,11,The Day the Crayons Quit,"19,898",4.8,Drew Daywalt,Hardcover,2014,Fiction
504,,12,Divergent,"9,701",4.7,Veronica Roth,Paperback,2014,Fiction
505,11.06,13,The Fault in Our Stars,John Green,4.7,,Hardcover,2014,Fiction
506,8.48,14,"Oh, the Places You'll Go!  ","42,848",4.9,Dr. Seuss,Hardcover,2014,unknown
507,17.36,15,To Kill a Mockingbird,"68,841",4.8,Harper Lee,Mass Market Paperback,2014,Fiction
508,15.99,16,Gone Girl,"66,978",4.1,Gillian Flynn,Paperback,2014,Fiction
509,6.99,17,The Book Thief,"34,536",4.7,Markus Zusak,Paperback,2014,Fiction
510,41,18,The Official SAT Study Guide,The College Board,4.4,,Paperback,2014,Non Fiction
511,15.38,19,Humans of New York,"5,377",4.8,Brandon Stanton,Hardcover,2014,Non Fiction
512,22.33,20,The Goldfinch: A Novel (Pulitzer Prize for Fiction),"42,846",4,Donna Tartt,Hardcover,2014,Fiction
513,144,21,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","12,114",4.7,American Psychiatric Association,Paperback,2014,Non Fiction
514,9.67,22,Wonder,"35,698",4.8,R. J. Palacio,Hardcover,2014,Fiction
515,9.9,23,The Book with No Pictures,"16,882",4.8,B. J. Novak,Hardcover,2014,Fiction
516,9.99,24,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),"5,033",4.9,Rush Limbaugh,Hardcover,2014,Fiction
517,23.99,25,The 5 Love Languages: The Secret to Love That Lasts,"7,012",4.7,Gary Chapman,Paperback,2014,Non Fiction
518,4.44,26,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),"5,687",4.5,Rob Elliott,Paperback,2014,unknown
519,,27,JOURNEY TO THE ICE P,"1,094",4.6,RH Disney,Paperback,2014,Fiction
520,24.29,28,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2014,Non Fiction
521,9.99,29,Little Blue Truck,"1,958",4.9,Alice Schertle,Board book,2014,Fiction
522,17.4,30,Make It Ahead: A Barefoot Contessa Cookbook,"2,226",4.6,Ina Garten,Hardcover,2014,Non Fiction
523,4.78,31,First 100 Words: A Padded Board Book,"35,236",4.7,Roger Priddy,Board book,2014,unknown
524,9.99,32,If I Stay,"9,994",4.4,Gayle Forman,Paperback,2014,Fiction
525,25.64,33,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,"33,321",4.7,George R. R. Martin,Mass Market Paperback,2014,Fiction
526,15.99,34,Divergent / Insurgent,"19,457",4.6,Veronica Roth,Hardcover,2014,Fiction
527,19.38,35,Capital in the Twenty First Century,"4,573",4.5,Thomas Piketty,Hardcover,2014,Non Fiction
528,11.78,36,Orphan Train,"25,199",4.6,Christina Baker Kline,Paperback,2014,Fiction
529,8.55,37,Mindset: The New Psychology of Success,"13,911",4.6,Carol S. Dweck,Paperback,2014,Non Fiction
530,10.5,38,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2014,Non Fiction
531,4.93,39,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2014,Fiction
532,18.98,40,All the Light We Cannot See,"67,291",4.6,Anthony Doerr,Hardcover,2014,Fiction
533,9.64,41,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,4.6,,Hardcover,2014,Non Fiction
534,14.54,42,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","33,629",4.8,Laura Hillenbrand,Hardcover,2014,Non Fiction
535,25.99,43,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,,Hardcover,2014,Non Fiction
536,25,44,The Alchemist,Paulo Coelho,4.7,,Paperback,2014,Fiction
537,8.99,45,Looking for Alaska,"16,845",4.6,John Green,Paperback,2014,Fiction
538,6.79,46,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2014,unknown
539,14.03,47,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"31,128",4.8,Daniel James Brown,Paperback,2014,Non Fiction
540,4.98,48,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2014,Fiction
541,9.57,49,The Maze Runner (Book 1),"15,611",4.6,James Dashner,Paperback,2014,Fiction
542,12.04,51,Allegiant,"24,591",3.9,Veronica Roth,Hardcover,2014,Fiction
543,15.99,52,Yes Please,"5,531",4.3,Amy Poehler,Hardcover,2014,unknown
544,20.72,53,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,4.6,,Hardcover,2014,unknown
545,7.74,54,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2014,Non Fiction
546,17.99,55,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"9,187",4.7,Stephen R. Covey,Paperback,2014,Non Fiction
547,9.98,56,41: A Portrait of My Father,"2,722",4.7,George W. Bush,Hardcover,2014,unknown
548,65,57,Minecraft: The Complete Handbook Collection,"1,410",4.8,Stephanie Milton,Hardcover,2014,unknown
549,4.99,58,Frozen: A Tale of Two Sisters,"1,123",4.6,Melissa Lagonegro,Paperback,2014,unknown
550,10.25,59,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),"9,349",4.9,Rush Limbaugh,Hardcover,2014,Fiction
551,,60,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,674",4.7,Brené Brown,Paperback,2014,unknown
552,62.5,61,Divergent / Insurgent / Allegiant,"3,064",4.7,Veronica Roth,Hardcover,2014,unknown
553,10.24,62,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"17,368",4.7,Todd Burpo,Paperback,2014,Non Fiction
554,16.73,63,Flash Boys,"6,241",4.6,Michael Lewis,Hardcover,2014,unknown
555,9.99,64,Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,"4,504",4.9,Rush Limbaugh,Hardcover,2014,unknown
556,5,65,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,,Board book,2014,Fiction
557,3.97,66,The Going-To-Bed Book,"15,393",4.8,Sandra Boynton,Board book,2014,Fiction
558,53.99,67,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,"7,640",4.8,George R. R. Martin,Hardcover,2014,unknown
559,,68,The Real ACT Prep Guide,ACT,4.4,,Paperback,2014,unknown
560,16.21,69,Gray Mountain: A Novel,"28,293",4.1,John Grisham,Hardcover,2014,unknown
561,18,70,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2014,Non Fiction
562,15.79,71,The Jesus Storybook Bible: Every Story Whispers His Name,"11,859",4.9,Sally Lloyd-Jones,Hardcover,2014,unknown
563,16.2,72,"Lean In: Women, Work, and the Will to Lead","8,182",4.5,Sheryl Sandberg,Hardcover,2014,Non Fiction
564,19.3,73,The Invention of Wings,"19,656",4.7,Sue Monk Kidd,Hardcover,2014,unknown
565,5.99,74,Lord of the Flies,"31,815",4.6,William Golding,Mass Market Paperback,2014,unknown
566,5.49,75,Night (Night),"8,573",4.7,Elie Wiesel,Paperback,2014,Non Fiction
567,8.99,76,The Catcher in the Rye,"30,926",4.5,J.D. Salinger,Mass Market Paperback,2014,unknown
568,15.29,77,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",278,4.6,Zhi Gang Sha,Hardcover,2014,unknown
569,9.48,78,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,,Paperback,2014,unknown
570,17.69,79,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor","8,256",4.7,Gina Homolka,Hardcover,2014,unknown
571,8.29,80,Fahrenheit 451,"34,955",4.6,Ray Bradbury,Paperback,2014,Fiction
572,14.48,81,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","20,089",4.9,Sherri Duskey Rinker,Hardcover,2014,Fiction
573,7.68,82,Paper Towns,"10,316",4.4,John Green,Paperback,2014,unknown
574,7.5,83,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!","6,281",4.6,Tom Robinson,Paperback,2014,unknown
575,7.48,84,1984,"72,441",4.7,George Orwell,Mass Market Paperback,2014,unknown
576,9.49,85,The Outsiders,"30,584",4.8,S. E. Hinton,Paperback,2014,unknown
577,14.86,86,MONEY Master the Game: 7 Simple Steps to Financial Freedom,"10,710",4.6,Tony Robbins,Hardcover,2014,unknown
578,5.36,87,Goodnight Moon,"24,815",4.9,Margaret Wise Brown,Board book,2014,Fiction
579,13.47,88,Quiet: The Power of Introverts in a World That Can't Stop Talking,"20,015",4.6,Susan Cain,Paperback,2014,Non Fiction
580,23.3,89,Revival: A Novel,"11,359",4.3,Stephen King,Hardcover,2014,unknown
581,6.9,90,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2014,Fiction
582,18.23,91,Minecraft: Redstone Handbook: An Official Mojang Book,Scholastic,4.7,,Hardcover,2014,unknown
583,9.99,92,Of Mice and Men,"25,434",4.7,John Steinbeck,Mass Market Paperback,2014,unknown
584,25.75,93,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,"32,825",4.7,JJ Smith,Paperback,2014,unknown
585,20.97,94,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","9,891",4.7,Kerry Patterson,Paperback,2014,unknown
586,3.99,95,A Day in the Sun (Disney Frozen) (Pictureback(R)),734,4.6,Frank Berrios,Paperback,2014,unknown
587,17.1,96,The Giver (Giver Quartet),"26,262",4.7,Lois Lowry,Mass Market Paperback,2014,unknown
588,4.59,97,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,,Board book,2014,unknown
589,20,98,Against All Grain: Delectable Paleo Recipes To Eat Well And Feel Great,"3,350",4.7,Danielle Walker,Paperback,2014,unknown
590,18.68,99,Minecraft: Essential Handbook,Stephanie Milton,4.7,,Hardcover,2014,unknown
591,16.5,100,Good to Great: Why Some Companies Make the Leap and Others Don't,"5,803",4.5,Jim Collins,Hardcover,2014,Non Fiction
592,4.78,1,First 100 Words: A Padded Board Book,"35,236",4.7,Roger Priddy,Board book,2015,unknown
593,8.32,2,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,,Hardcover,2015,Non Fiction
594,4.99,3,Laugh-Out-Loud Jokes for Kids,"10,751",4.6,Rob Elliott,Paperback,2015,Non Fiction
595,9.99,4,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,"15,022",4.7,Johanna Basford,Paperback,2015,unknown
596,18.29,5,StrengthsFinder 2.0,Gallup,4.1,,Hardcover,2015,Non Fiction
597,15.83,6,Go Set a Watchman: A Novel,"18,592",3.7,Harper Lee,Hardcover,2015,Fiction
598,12.15,7,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)","8,106",4.7,Johanna Basford,Paperback,2015,unknown
599,18.98,8,All the Light We Cannot See,"67,291",4.6,Anthony Doerr,Hardcover,2015,Fiction
600,14.24,9,The Girl on the Train,"91,515",4.1,Paula Hawkins,Hardcover,2015,Fiction
601,6.91,10,Adult Coloring Book: Stress Relieving Patterns,"4,253",4.5,Blue Star Coloring,Paperback,2015,Non Fiction
602,8.78,11,Diary of a Wimpy Kid #10: Old School,"14,243",4.8,Jeff Kinney,Hardcover,2015,unknown
603,17.36,12,To Kill a Mockingbird,"68,842",4.8,Harper Lee,Mass Market Paperback,2015,Fiction
604,7.99,13,Adult Coloring Book: Stress Relieving Animal Designs,"3,924",4.6,Blue Star Coloring,Paperback,2015,Non Fiction
605,8.49,14,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns","3,138",4.5,Coloring Books for Adults,Paperback,2015,Non Fiction
606,16.12,15,Humans of New York : Stories,"5,061",4.9,Brandon Stanton,Hardcover,2015,Non Fiction
607,10.41,16,The Martian,"51,405",4.7,Andy Weir,Paperback,2015,Fiction
608,8.48,17,"Oh, the Places You'll Go!  ","42,848",4.9,Dr. Seuss,Hardcover,2015,unknown
609,4.44,18,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),"5,687",4.5,Rob Elliott,Paperback,2015,unknown
610,5,19,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,,Board book,2015,Fiction
611,9.19,20,The Day the Crayons Quit,"19,898",4.8,Drew Daywalt,Hardcover,2015,Fiction
612,14.03,21,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"31,128",4.8,Daniel James Brown,Paperback,2015,Non Fiction
613,7.53,22,"Jesus Calling, Padded Hardcover, with Scripture references","31,196",4.9,Sarah Young,Hardcover,2015,unknown
614,8.55,23,Mindset: The New Psychology of Success,"13,911",4.6,Carol S. Dweck,Paperback,2015,Non Fiction
615,12.76,24,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)","37,799",4.5,E L James,Paperback,2015,unknown
616,5.99,25,Creative Haven Creative Cats Coloring Book (Adult Coloring),"5,114",4.8,Marjorie Sarnat,Paperback,2015,Non Fiction
617,10.5,26,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2015,Non Fiction
618,7.57,27,The 5 Love Languages: The Secret to Love that Lasts,"69,866",4.8,Gary Chapman,Paperback,2015,Non Fiction
619,11.95,28,Balance (Angie’s Extreme Stress Menders),"2,270",4.6,Angie Grace,Paperback,2015,unknown
620,5.38,29,Creative Haven Owls Coloring Book (Adult Coloring),"5,205",4.7,Marjorie Sarnat,Paperback,2015,Non Fiction
621,25.99,30,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,,Hardcover,2015,Non Fiction
622,6.9,31,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2015,Fiction
623,9.67,32,Wonder,"35,698",4.8,R. J. Palacio,Hardcover,2015,Fiction
624,17.99,33,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"9,187",4.7,Stephen R. Covey,Paperback,2015,Non Fiction
625,7.74,34,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2015,Non Fiction
626,16,35,Being Mortal: Medicine and What Matters in the End,"19,284",4.8,Atul Gawande,Hardcover,2015,Non Fiction
627,4.98,36,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2015,Fiction
628,4.93,37,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2015,Fiction
629,24.29,38,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2015,Non Fiction
630,12.92,39,Between the World and Me,"20,038",4.7,Ta-Nehisi Coates,Hardcover,2015,Non Fiction
631,5.67,40,Baby Touch and Feel: Animals,DK,4.7,,Board book,2015,Non Fiction
632,9.9,41,The Book with No Pictures,"16,882",4.8,B. J. Novak,Hardcover,2015,Fiction
633,14.5,42,The Wright Brothers,"7,924",4.7,David McCullough,Hardcover,2015,Non Fiction
634,5.38,43,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),"2,601",4.6,Marty Noble,Paperback,2015,Non Fiction
635,16.26,44,The Nightingale: A Novel,"99,932",4.8,Kristin Hannah,Hardcover,2015,Fiction
636,14.44,45,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve Supper","8,083",4.8,Ree Drummond,Hardcover,2015,unknown
637,8.73,46,What Pet Should I Get? (Classic Seuss),"6,169",4.8,Dr. Seuss,Hardcover,2015,Fiction
638,19.39,47,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),"6,646",4.7,Bill O'Reilly,Hardcover,2015,Non Fiction
639,14.39,48,Harry Potter Coloring Book,"10,136",4.8,Scholastic,Paperback,2015,Non Fiction
640,9.99,49,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"19,371",4.6,Chris Kyle,Paperback,2015,Non Fiction
641,14.68,50,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,,Hardcover,2015,Non Fiction
642,5.71,51,Diary of a Minecraft Zombie Book 1: A Scare of A Dare,"12,855",4.7,Zack Zombie,Paperback,2015,unknown
643,6.79,52,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2015,unknown
644,14.95,53,Lost Ocean: An Inky Adventure and Coloring Book for Adults,"8,066",4.7,Johanna Basford,Paperback,2015,unknown
645,20.72,54,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,4.6,,Hardcover,2015,unknown
646,41,55,The Official SAT Study Guide,The College Board,4.4,,Paperback,2015,Non Fiction
647,9.05,56,10-Day Green Smoothie Cleanse,"32,825",4.7,JJ Smith,Paperback,2015,Non Fiction
648,,57,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,674",4.7,Brené Brown,Paperback,2015,unknown
649,4.59,58,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,,Board book,2015,unknown
650,13.64,59,The Day the Crayons Came Home,"5,389",4.9,Drew Daywalt,Hardcover,2015,unknown
651,13.3,60,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,"18,840",4.7,Randall Munroe,Hardcover,2015,Non Fiction
652,7.68,61,Paper Towns,"10,316",4.4,John Green,Paperback,2015,Fiction
653,12.79,62,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","33,629",4.8,Laura Hillenbrand,Paperback,2015,Non Fiction
654,12,63,Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),"3,094",4.2,Laurence J. Kotlikoff,Hardcover,2015,Non Fiction
655,11.46,64,"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer (Magnus Chase and the Gods of Asgard, 1)","7,465",4.7,Rick Riordan,Hardcover,2015,Fiction
656,8.95,65,Dragons Love Tacos,"15,753",4.8,Adam Rubin,Hardcover,2015,Fiction
657,8.29,66,Fahrenheit 451,"34,955",4.6,Ray Bradbury,Paperback,2015,Fiction
658,9.48,67,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,,Paperback,2015,Non Fiction
659,7.99,68,Potty (Leslie Patricelli board books),"12,933",4.7,Leslie Patricelli,Board book,2015,Fiction
660,22.49,69,Thing Explainer: Complicated Stuff in Simple Words,"3,834",4.6,Randall Munroe,Hardcover,2015,Non Fiction
661,19.71,70,Dead Wake: The Last Crossing of the Lusitania,"11,006",4.6,Erik Larson,Hardcover,2015,Non Fiction
662,3.97,71,The Going-To-Bed Book,"15,393",4.8,Sandra Boynton,Board book,2015,Fiction
663,12.88,72,"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook","3,754",4.4,Ali Maffucci,Paperback,2015,Non Fiction
664,3.99,73,Mystical Mandala Coloring Book (Dover Mandala Coloring Books),"2,944",4.5,Alberta Hutchinson,Paperback,2015,Non Fiction
665,144,74,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","12,114",4.7,American Psychiatric Association,Paperback,2015,Non Fiction
666,6.99,75,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.6,,Paperback,2015,Fiction
667,12.74,76,The 20/20 Diet: Turn Your Weight Loss Vision Into Reality,Phil McGraw,4,,Hardcover,2015,Non Fiction
668,5.49,77,Night (Night),"8,573",4.7,Elie Wiesel,Paperback,2015,Non Fiction
669,18,78,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2015,Non Fiction
670,15.79,79,The Jesus Storybook Bible: Every Story Whispers His Name,"11,859",4.9,Sally Lloyd-Jones,Hardcover,2015,Non Fiction
671,12.99,80,The Road to Character,"3,074",4.4,David Brooks,Hardcover,2015,Non Fiction
672,4.98,81,Where Is Baby's Belly Button? A Lift-the-Flap Book,"12,738",4.8,Karen Katz,Board book,2015,Non Fiction
673,13.29,82,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,750",4.7,Paulo Coelho,Paperback,2015,Fiction
674,13.95,83,Guess How Much I Love You,"5,890",4.8,Sam McBratney,Board book,2015,Fiction
675,9.99,84,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through","1,797",4.7,Valentina Harper,Paperback,2015,unknown
676,9.99,85,Little Blue Truck,"1,958",4.9,Alice Schertle,Board book,2015,Fiction
677,9.49,86,The Outsiders,"30,584",4.8,S. E. Hinton,Paperback,2015,Fiction
